,position,title,link,displayed_link,date,snippet,snippet_highlighted_words,sitelinks,about_this_result,about_page_link,cached_page_link,related_pages_link,rich_snippet,query,lang,country,termid,related_results,related_questions,thumbnail,images
9,10,Глобальное потепление - просто каприз природы ... - DW,https://www.dw.com/ru/globalnoe-poteplenie-prosto-kapriz-prirody-faktcheking-dw/a-58082188,https://www.dw.com › globalnoe-poteplenie-prosto-kap...,30 июн. 2021 г.,"Скептики до сих пор считают, что потепление климата - это естественный процесс. В истории Земли, мол, были и холодные периоды, и теплые, ...",['потепление'],,,,,,,Глобальное потепление,ru,RU,59,,,,
0,1,"Загрязнение почвы – основные причины, последствия, в ...",https://ecoportal.info/zagryaznenie-pochvy/,https://ecoportal.info › Флора › Почва,14 июн. 2019 г.,"Многие металлургические предприятия сбрасывают соли тяжелых металлов, цианиды, соединения мышьяка, бериллий, ртуть, свинец и другие опасные ...",,,,,,,,Загрязнение почвы,ru,RU,65,,,,
1,2,Загрязнение почв - Википедия,https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%B3%D1%80%D1%8F%D0%B7%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5_%D0%BF%D0%BE%D1%87%D0%B2,https://ru.wikipedia.org › wiki › Загрязнение_почв,,"Загрязнение почв — вид антропогенной деградации почв, при которой содержание химических веществ в почвах, подверженных антропогенному воздействию, ...",['Загрязнение почв'],,,,,,,Загрязнение почвы,ru,RU,65,,,,
2,3,Загрязнение почвы угрожает нашему здоровью и ... - UNEP,https://www.unep.org/ru/novosti-i-istorii/istoriya/zagryaznenie-pochvy-ugrozhaet-nashemu-zdorovyu-i-prodovolstvennoy,https://www.unep.org › novosti-i-istorii › istoriya › zag...,4 дек. 2020 г.,"В докладе установлено, что основными антропогенными источниками загрязнения почвы являются химические вещества, используемые или производимые в ...",['загрязнения почвы'],,,,,,,Загрязнение почвы,ru,RU,65,,,,
3,4,Источники загрязнения почв и загрязняющие вещества,https://mntc.pro/stati/melioraciya/istochniki-zagryazneniya-pochv-i-zagryaznyajushhie-veshhestva.html,https://mntc.pro › stati › melioraciya › istochniki-zagry...,27 янв. 2021 г.,"Основными загрязнителями почвы-бытовой мусор, пищевые отходы, строительный мусор, отходы отопительных систем, пришедшие в негодность предметы ...",['почвы'],,,,,,,Загрязнение почвы,ru,RU,65,,,,
4,5,"Загрязнение почвы: причины, последствия и пути решения",https://vyvoz.org/blog/zagryaznenie-pochvy/,https://vyvoz.org › Блог › Проблемы экологии,22 янв. 2021 г.,"Загрязнение изменяет состав и состояние почвы химически, физически и биологически. Чрезмерное использование искусственных удобрений и ...","['Загрязнение', 'почвы']","{'inline': [{'title': 'Эрозия почвы', 'link': 'https://vyvoz.org/blog/zagryaznenie-pochvy/#%D0%AD%D1%80%D0%BE%D0%B7%D0%B8%D1%8F-%D0%BF%D0%BE%D1%87%D0%B2%D1%8B'}, {'title': 'Химическое загрязнение почвы', 'link': 'https://vyvoz.org/blog/zagryaznenie-pochvy/#%D0%A5%D0%B8%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B5-%D0%B7%D0%B0%D0%B3%D1%80%D1%8F%D0%B7%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5-%D0%BF%D0%BE%D1%87%D0%B2%D1%8B'}, {'title': 'Сельское хозяйство и...', 'link': 'https://vyvoz.org/blog/zagryaznenie-pochvy/#%D0%A1%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%BE%D0%B5-%D1%85%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%BE-%D0%B8-%D1%82%D1%80%D0%B0%D0%BD%D1%81%D0%BF%D0%BE%D1%80%D1%82-%D0%BA%D0%B0%D0%BA-%D0%B8%D1%81%D1%82%D0%BE%D1%87%D0%BD%D0%B8%D0%BA%D0%B8-%D0%B7%D0%B0%D0%B3%D1%80%D1%8F%D0%B7%D0%BD%D0%B5%D0%BD%D0%B8%D1%8F-%D0%BF%D0%BE%D1%87%D0%B2%D1%8B'}]}",,,,,,Загрязнение почвы,ru,RU,65,,,,
5,6,О cимпозиуме | Глобальный симпозиум по загрязнению почв,https://www.fao.org/about/meetings/global-symposium-on-soil-pollution/about-the-symposium/ru/,https://www.fao.org › meetings › about-the-symposium,2 мая 2018 г.,Загрязнение почвы означает присутствие в ней химических веществ и материалов которые оказывают значительное негативное воздействие на любые живые организмы ...,['Загрязнение почвы'],,,,,,,Загрязнение почвы,ru,RU,65,"[{'position': 1, 'title': 'Загрязнение почв – это загрязнение нашего будущего', 'link': 'https://www.fao.org/fao-stories/article/ru/c/1126980/', 'displayed_link': 'https://www.fao.org › fao-stories › article', 'date': '2 мая 2018 г.', 'snippet': 'Загрязнение почвы вызывает цепную реакцию. Оно сказывается на почвенном биоразнообразии, снижает запасы органического вещества почвы и ее ...', 'snippet_highlighted_words': ['Загрязнение почвы']}]",,,
6,7,Загрязнение почвы - Образовака,https://obrazovaka.ru/okruzhayushhiy-mir/zagryaznenie-pochvy.html,https://obrazovaka.ru › 🌍 Окружающий мир › 4 класс,6 сент. 2021 г.,Загрязнением почв называют один из видов вырождения почвы под воздействием человеческой (антропогенной) деятельности.,['Загрязнением почв'],,,,,,,Загрязнение почвы,ru,RU,65,,,,
7,8,Городские почвы и загрязнение почвенного покрова,https://www.i-ola.ru/city/ecologia/env_problems/urban_soil_pollution.php,https://www.i-ola.ru › ecologia › urban_soil_pollution,,"Городские почвы и загрязнение почвенного покрова · формирование почв на насыпных, намывных, перемешанных грунтах и культурном слое; · наличие включений ...","['почвы', 'загрязнение', 'почв']",,,,,,"{'bottom': {'detected_extensions': {'садовые_отходы': 1, 'пищевые_отходы': 20}, 'extensions': ['Садовые отходы: 1-3,2', 'Пищевые отходы: 20-30']}}",Загрязнение почвы,ru,RU,65,,,,
8,9,Загрязнение почвы и его влияние на здоровье населения,http://asbestadm.ru/news/media/2019/9/2/zagryaznenie-pochvyi-i-ego-vliyanie-na-zdorove-naseleniya/,http://asbestadm.ru › news › media › zagryaznenie-poc...,2 сент. 2019 г.,Почва - один из важнейших факторов внешней среды от которого зависит здоровье человека. Именно почве принадлежит ведущая роль в круговороте ...,['Почва'],,,,,,,Загрязнение почвы,ru,RU,65,,,,
0,1,Парниковые газы - Википедия,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D1%8B%D0%B5_%D0%B3%D0%B0%D0%B7%D1%8B,https://ru.wikipedia.org › wiki › Парниковые_газы,,Парнико́вые га́зы — газы с высокой прозрачностью в видимом диапазоне и с высоким поглощением в среднем и дальнем инфракрасном диапазонах.,['Парнико́вые га́зы'],"{'inline': [{'title': 'Категория:Парниковые газы', 'link': 'https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D0%B8%D1%8F:%D0%9F%D0%B0%D1%80%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D1%8B%D0%B5_%D0%B3%D0%B0%D0%B7%D1%8B'}, {'title': 'Парниковый эффект', 'link': 'https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D1%8B%D0%B9_%D1%8D%D1%84%D1%84%D0%B5%D0%BA%D1%82'}, {'title': 'Водяной пар', 'link': 'https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%B4%D1%8F%D0%BD%D0%BE%D0%B9_%D0%BF%D0%B0%D1%80'}]}",,,,,,Парниковые газы,ru,RU,66,,,,
1,2,Что такое Парниковые газы? - Техническая Библиотека ...,https://neftegaz.ru/tech-library/ekologiya-pozharnaya-bezopasnost-tekhnika-bezopasnosti/147967-parnikovye-gazy/,https://neftegaz.ru › 147967-parnikovye-gazy,,"Парниковые газы (greenhouse gases, GHG) - газы с высокой прозрачностью в видимом диапазоне и с высоким поглощением в тепловом инфракрасном диапазоне.",['Парниковые газы'],,,,,,,Парниковые газы,ru,RU,66,,,,
2,3,ЧТО ПРЕДСТАВЛЯЮТ СОБОЙ ПАРНИКОВЫЕ ГАЗЫ?,https://youth.wmo.int/ru/content/%D1%87%D1%82%D0%BE-%D0%BF%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B0%D0%B2%D0%BB%D1%8F%D1%8E%D1%82-%D1%81%D0%BE%D0%B1%D0%BE%D0%B9-%D0%BF%D0%B0%D1%80%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D1%8B%D0%B5-%D0%B3%D0%B0%D0%B7%D1%8B,https://youth.wmo.int › content › что-представляют-со...,,"Основными парниковыми газами, концентрации которых возрастают, являются диоксид углерода, метан, закись азота, гидрохлорфторуглероды (ГХФУ), гидрофторуглероды ( ...",['парниковыми газами'],,,,,,,Парниковые газы,ru,RU,66,,,,
3,4,«Забытые» парниковые газы угрожают климатическим ...,https://www.swissinfo.ch/rus/-%D0%B7%D0%B0%D0%B1%D1%8B%D1%82%D1%8B%D0%B5--%D0%BF%D0%B0%D1%80%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D1%8B%D0%B5-%D0%B3%D0%B0%D0%B7%D1%8B-%D1%81%D1%82%D0%B0%D0%B2%D1%8F%D1%82-%D0%BF%D0%BE%D0%B4-%D1%83%D0%B3%D1%80%D0%BE%D0%B7%D1%83-%D1%81%D1%83%D0%B4%D1%8C%D0%B1%D1%83-%D0%BF%D0%B0%D1%80%D0%B8%D0%B6%D1%81%D0%BA%D0%BE%D0%B3%D0%BE-%D1%81%D0%BE%D0%B3%D0%BB%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D1%8F/46257946,https://www.swissinfo.ch › rus ›,12 янв. 2021 г.,"Основными парниковыми газами, присутствующими в атмосфере, являются водяной пар (H2O), углекислый газ (CO2), оксид азота или «веселящий газ» ( ...",['парниковыми газами'],,,,,,,Парниковые газы,ru,RU,66,,,https://serpapi.com/searches/627cff63c47d3c493ab7ec6d/images/c63b2289e8ecbc983253483682fef8ab61a40a235c491e693da5f9c3cac02a5e.jpeg,
4,5,Что такое парниковые газы и кто их поглощает,https://ecologyofrussia.ru/parnikovye-gazy-pogloshchenie-klimat-planeta/,https://ecologyofrussia.ru › parnikovye-gazy-pogloshch...,25 авг. 2021 г.,"«Парниковый газ – это газообразная составляющая воздушной оболочки Земли естественного или антропогенного происхождения, поглощающая и ...",['Парниковый'],,,,,,,Парниковые газы,ru,RU,66,,,https://serpapi.com/searches/627cff63c47d3c493ab7ec6d/images/c63b2289e8ecbc983253483682fef8abf051ec352dc2a2283edd784880b7f15a.jpeg,
5,6,Парниковый эффект: что надо знать о влиянии ...,https://trends.rbc.ru/trends/green/603766c39a794772017c8a13,https://trends.rbc.ru › РБК Тренды › Эко-номика,,"Но так как излучение длинноволновое, то парниковые газы не дают полностью ему улететь в космос. Частично ...",['парниковые газы'],,,,,,{'top': {'extensions': ['Какие на Земле есть основные парниковые газы —']}},Парниковые газы,ru,RU,66,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmjvwga2DVzvbWweJdGP1z3jd9S4TTknvApZ3nn_GiR30YxlhsjC5y&usqp=CAE&s,
6,7,TS.2.1 Парниковые газы - ДО4 WGI Техническое резюме,https://archive.ipcc.ch/publications_and_data/ar4/wg1/ru/tssts-2-1.html,https://archive.ipcc.ch › publications_and_data › tssts-2-1,,Некоторые другие парниковые газы полностью являются результатом деятельности человека. Вклад каждого парникового газа в радиационное воздействие за конкретный ...,"['парниковые газы', 'парникового газа']",,,,,,,Парниковые газы,ru,RU,66,,,,
7,8,Парниковые газы | +1 — Проект об устойчивом развитии,https://plus-one.ru/sustainability/parnikovye-gazy,https://plus-one.ru › Устойчивое развитие,,Парниковые газы (greenhouse gases) — это газы с высокой прозрачностью в видимом диапазоне и высоким поглощением в инфракрасном диапазоне.,['Парниковые газы'],,,,,,,Парниковые газы,ru,RU,66,,,,
8,9,Сокращение выбросов парниковых газов,https://www.iaea.org/ru/temy/sokrashchenie-vybrosov-parnikovyh-gazov,https://www.iaea.org › temy › sokrashchenie-vybrosov-...,,"В результате сельскохозяйственной деятельности в атмосферу попадает значительный объем парниковых газов, что в немалой степени способствует глобальному ...",['парниковых газов'],,,,,,,Парниковые газы,ru,RU,66,,,,
0,1,Инфекционные заболевания - Википедия,https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%84%D0%B5%D0%BA%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B5_%D0%B7%D0%B0%D0%B1%D0%BE%D0%BB%D0%B5%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F,https://ru.wikipedia.org › wiki › Инфекционные_забол...,,"Инфекцио́нные заболева́ния — группа заболеваний, вызываемых проникновением в организм патогенных (болезнетворных) микроорганизмов, вирусов и прионов.",,,,,,,"{'bottom': {'detected_extensions': {'мкб_a_b': 10, 'мкб': 9, 'мкб_км_ab': 10, 'мкб_км_и': 9}, 'extensions': ['МКБ-10: A00-B99', 'МКБ-9: 001-139', 'МКБ-10-КМ: A00.B99', 'МКБ-9-КМ: 079.0, 136.9 и 136.8']}}",Инфекция,ru,RU,68,,,,
1,2,это... Что такое Инфекция? - Словари и энциклопедии на ...,https://dic.academic.ru/dic.nsf/ruwiki/38750,https://dic.academic.ru › dic.nsf › ruwiki,,"Инфе́кция — заражение живых организмов микроорганизмами (бактериями, грибами, простейшими), а также вирусами, прионами. Термин означает различные виды ...",['Инфе́кция'],"{'inline': [{'title': 'Виды инфекций', 'link': 'https://dic.academic.ru/dic.nsf/ruwiki/38750#.D0.92.D0.B8.D0.B4.D1.8B_.D0.B8.D0.BD.D1.84.D0.B5.D0.BA.D1.86.D0.B8.D0.B9'}, {'title': 'Стадии инфекционных...', 'link': 'https://dic.academic.ru/dic.nsf/ruwiki/38750#.D0.A1.D1.82.D0.B0.D0.B4.D0.B8.D0.B8_.D0.B8.D0.BD.D1.84.D0.B5.D0.BA.D1.86.D0.B8.D0.BE.D0.BD.D0.BD.D1.8B.D1.85_.D0.B7.D0.B0.D0.B1.D0.BE.D0.BB.D0.B5.D0.B2.D0.B0.D0.BD.D0.B8.D0.B9'}]}",,,,,,Инфекция,ru,RU,68,,,,
2,3,"Инфекционные болезни - СПб ГБУЗ ""Городская ...",http://poliklinika74spb.ru/people/%D0%B8%D0%BD%D1%84%D0%B5%D0%BA%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B5-%D0%B7%D0%B0%D0%B1%D0%BE%D0%BB%D0%B5%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F/,http://poliklinika74spb.ru › инфекционные-заболевания,,"Инфекционные болезни – это большая группа заболеваний, обусловленных воздействием на организм человека различных болезнетворных или условно-болезнетворных ...",['Инфекционные'],,,,,,,Инфекция,ru,RU,68,,,,
3,4,Инфекционные болезни - прием врача по ОМС в Твери,https://avaevcenter.ru/uslugi/besplatnaya-meditsinskaya-pomosch/infektsionnye-bolezni/,https://avaevcenter.ru › ... › Инфекционные болезни,,"Инфекционные болезни (""infectio"" – заражение) — это группа заболеваний, которые вызываются проникновением в организм болезнетворных (патогенных) ...",['Инфекционные'],,,,,,,Инфекция,ru,RU,68,,,,
4,5,Проявления инфекции - Инфекционные болезни - MSD ...,https://www.msdmanuals.com/ru-ru/%D0%BF%D1%80%D0%BE%D1%84%D0%B5%D1%81%D1%81%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9/%D0%B8%D0%BD%D1%84%D0%B5%D0%BA%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B5-%D0%B1%D0%BE%D0%BB%D0%B5%D0%B7%D0%BD%D0%B8/%EF%BB%BF%D0%B1%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F-%D0%B8%D0%BD%D1%84%D0%B5%D0%BA%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D1%85-%D0%B7%D0%B0%D0%B1%D0%BE%D0%BB%D0%B5%D0%B2%D0%B0%D0%BD%D0%B8%D0%B9/%D0%BF%D1%80%D0%BE%D1%8F%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F-%D0%B8%D0%BD%D1%84%D0%B5%D0%BA%D1%86%D0%B8%D0%B8,https://www.msdmanuals.com › профессиональный,,Проявления инфекции и Инфекционные болезни — получить информацию по этой теме из справочников СПРАВОЧНИКИ MSD Профессиональная версия.,"['инфекции', 'Инфекционные']",,,,,,,Инфекция,ru,RU,68,,,,
5,6,Инфекционные болезни,http://crpnao.ru/infektsionnye-bolezni,http://crpnao.ru › infektsionnye-bolezni,,"Источник инфекции – больной человек или носитель возбудителей острых кишечных инфекций. Наиболее опасны для окружающих больные легкими, стертыми и ...","['инфекции', 'инфекций']",,,,,,,Инфекция,ru,RU,68,,,,
6,7,инфекция - Викисловарь,https://ru.wiktionary.org/wiki/%D0%B8%D0%BD%D1%84%D0%B5%D0%BA%D1%86%D0%B8%D1%8F,https://ru.wiktionary.org › wiki › инфекция,,"От лат. infectio (infectiōnis) «окрашивание; растление», из inficere «смешивать, пропитывать; окрашивать; заражать», далее из in- «в» + facere «делать, ...",,,,,,,,Инфекция,ru,RU,68,,,,
7,8,Особо опасные инфекции для Российской Федерации,http://cgon.rospotrebnadzor.ru/content/63/2367,http://cgon.rospotrebnadzor.ru › content,,"Такие инфекции протекают с ярко-выраженной клинической картиной, как правило, имеют тяжелое течение и высокую летальность. На сегодняшний день Всемирной ...",['инфекции'],,,,,,,Инфекция,ru,RU,68,,,,
8,9,Профилактика инфекций - вместе - St. Jude Together,https://together.stjude.org/ru-ru/lechenie-podderzhka/immunitet-bolezn-infekcii/profilaktika-infekcij.html,https://together.stjude.org › ru-ru › profilaktika-infekcij,,Лучший способ профилактики инфекций — частое мытье рук водой с мылом. Можно также использовать дезинфицирующее средство для рук на спиртовой основе. При ...,['инфекций'],,,,,,,Инфекция,ru,RU,68,,,,
0,1,Наводнение - Википедия,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%B2%D0%BE%D0%B4%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5,https://ru.wikipedia.org › wiki › Наводнение,,"Наводне́ние — значительное затопление определённой территории земли в результате подъёма уровня воды в реке, озере, водохранилище, наносящее материальный ...",['Наводне́ние'],,,,,,,Наводнение,ru,RU,70,,,,
1,2,Наводнения и весенние паводки - ЧС природного характера,https://www.mchs.gov.ru/deyatelnost/bezopasnost-grazhdan/navodneniya-i-vesennie-pavodki_7,https://www.mchs.gov.ru › bezopasnost-grazhdan › nav...,,"Наводнение - затопление территории водой, являющееся стихийным бедствием. Наводнение может происходить в результате подъема уровня воды во время половодья ...","['Наводнение', 'Наводнение']",,,,,,,Наводнение,ru,RU,70,,,,
2,3,Наводнение - последние новости сегодня,https://ria.ru/tag_thematic_category_Navodnenie/,https://ria.ru › tag_thematic_category_Navodnenie,,Наводнение. Читайте последние новости на тему в ленте новостей на сайте РИА Новости. Более 440 человек погибли в результате наводнения в южноафриканской ...,"['Наводнение', 'наводнения']",,,,,,,Наводнение,ru,RU,70,,,,
3,4,Наводнение,https://www.msu.ru/info/struct/gochs-mgu/docs/chs-n.pdf,https://www.msu.ru › gochs-mgu › docs › chs-n,2 страницы,"НАВОДНЕНИЕ – это значительное затопление местности в результате подъема уровня воды в реке, озере или море в период снеготаяния, ливней, ветровых нагонов.",['НАВОДНЕНИЕ'],,,,,,,Наводнение,ru,RU,70,,,,
4,5,это... Что такое Наводнение? - Словари и энциклопедии на ...,https://dic.academic.ru/dic.nsf/ruwiki/22122,https://dic.academic.ru › dic.nsf › ruwiki,,"Наводнение — затопление территории водой, являющееся бедствием стихийным. Н. может происходить в результате подъема уровня воды во время половодья или паводка, ...",['Наводнение'],,,,,,,Наводнение,ru,RU,70,,,,
5,6,При наводнении - Администрация муниципального ...,https://maikop.ru/upravlenie-po-chrezvychaynym-situatsiyam/deystviya-v-chrezvychaynykh-situatsiyakh/pri-navodnenii/,https://maikop.ru › pri-navodnenii,,"При наводнении. Наводнение — это затопление водой местности в результате ливней, продолжительных дождей (снегопадов), интенсивного таяния снега(ледников).","['наводнении', 'Наводнение']",,,,,,,Наводнение,ru,RU,70,,,,
6,7,Наводнение (2007) - Кинопоиск,https://www.kinopoisk.ru/film/258860/,https://www.kinopoisk.ru › film,,"Колоссальное наводнение в Англии, Темза вышла из берегов, жизнь миллионов лондонцев находится в опасности. У морского инженера Роба, его бывшей жены и отца ...",['наводнение'],,,,,,"{'top': {'detected_extensions': {'Рейтинг': 5.1, 'голосов': 3}, 'extensions': ['Рейтинг: 5,1/10', '\u200e3 347 голосов']}}",Наводнение,ru,RU,70,,,,
0,1,Засуха - Википедия,https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D1%81%D1%83%D1%85%D0%B0,https://ru.wikipedia.org › wiki › Засуха,,"За́суха — это явление продолжительной нехватки воды, будь то атмосферные (осадки ниже среднего), поверхностные или грунтовые воды. Засуха может длиться ...",,,,,,,,Засуха,ru,RU,71,,,,
1,2,Засуха: причины и методы борьбы. Справка - РИА Новости,https://ria.ru/20090728/178965537.html,https://ria.ru › Новости,28 июл. 2009 г.,"Засуха – длительный и значительный недостаток осадков, чаще при повышенной температуре и пониженной влажности воздуха, в результате которого ...",,,,,,,,Засуха,ru,RU,71,,,,
2,3,это... Что такое Засуха? - Словари и энциклопедии на ...,https://dic.academic.ru/dic.nsf/ruwiki/139715,https://dic.academic.ru › dic.nsf › ruwiki,,За́суха — длительный (от нескольких недель до двух-трёх месяцев) период устойчивой погоды с высокими (для данной местности) температурами воздуха и малым ...,,,,,,,,Засуха,ru,RU,71,,,,
3,4,ЗАСУХА,https://www.vniigochs.ru/storage/photos/4/%D0%94%D0%B5%D1%8F%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%BE%D1%81%D1%82%D1%8C/Metodics/OMS/risk/risk_zasukha.pdf,https://www.vniigochs.ru › risk › risk_zasukha,5 страниц,Засуха: длительный (от нескольких недель до двух-трёх месяцев) период устойчивой погоды с высокими (для данной местности) температурами воздуха и малым ...,,,,,,,,Засуха,ru,RU,71,,,,
4,5,Засуха - ICDO,http://icdo.org/ru/katastrofyi/zasuxa,http://icdo.org › katastrofyi › zasuxa,,"Лесс - это гомогенный, обычно не расслаивающийся, пористый, рыхлый, слегка связный, часто известковый, мелкозернистый, илистый, бледно-желтый или ярко-желтый, ...",,,,,,,,Засуха,ru,RU,71,,,,
5,6,засуха - Викисловарь,https://ru.wiktionary.org/wiki/%D0%B7%D0%B0%D1%81%D1%83%D1%85%D0%B0,https://ru.wiktionary.org › wiki › засуха,,"недостаток воды в почве, вызываемый длительным отсутствием дождей при сильном зное или сухих знойных ветрах и приводящий к полному или частичному выгоранию ...",,,,,,,,Засуха,ru,RU,71,,,,
6,7,Что такое засухи и чем они грозят? - Региональный ...,https://carececo.org/main/news/news/chto-takoe-zasukhi-i-chem-oni-grozyat/,https://carececo.org › main › news › news › chto-takoe-...,8 сент. 2020 г.,"Засуха – это длительный период (от нескольких месяцев до нескольких лет), в течение которого атмосферных осадков выпадает меньше обычного.",,,,,,,,Засуха,ru,RU,71,,,,
7,8,Засуха - Чс природного характера - ГУ МЧС России по ...,https://42.mchs.gov.ru/deyatelnost/poleznaya-informaciya/rekomendacii-naseleniyu/chs-prirodnogo-haraktera/zasuha,https://42.mchs.gov.ru › ... › Чс природного характера,,"ЗАСУХА – продолжительный и значительный недостаток осадков, чаще при повышенной температуре и пониженной влажности воздуха. - Главное управление МЧС России ...",,,,,,,,Засуха,ru,RU,71,,,,
0,1,سوء التغذية - WHO | World Health Organization,https://www.who.int/ar/news-room/fact-sheets/detail/malnutrition,https://www.who.int › ... › صحائف الوقائع › Detail,,يشمل سوء التغذية في جميع أشكاله نقص التغذية (الهزال والتقزّم ونقص الوزن)، ونقص الفيتامينات أو المعادن، وفرط الوزن، والسمنة، والأمراض غير ...,['سوء التغذية'],,,,,,{'top': {'extensions': ['٠٩\u200f/٠٦\u200f/٢٠٢١ —']}},سوء التغذية,ar,EG,53,,,,
1,2,سوء التغذية: الأسباب، الأعراض والعلاج - ويب طب,https://www.webteb.com/diet/diseases/%D8%B3%D9%88%D8%A1-%D8%A7%D9%84%D8%AA%D8%BA%D8%B0%D9%8A%D8%A9,https://www.webteb.com › ... › /diet/diseases/سوء-التغذية,,سوء التغذية هو مصطلح يُستخدم للتعبير عن وضع لا يحصل فيه الجسم على كل المواد الغذائية الأساسية التي يحتاجها، أو على جزء منها. تتراوح حدة سوء التغذية بين الطفيفة ...,"['سوء التغذية', 'سوء التغذية']",,,,,,,سوء التغذية,ar,EG,53,,,,
2,3,علامات أمراض سوء التغذية - ويب طب,https://www.webteb.com/articles/%D8%B9%D9%84%D8%A7%D9%85%D8%A7%D8%AA-%D8%A7%D9%85%D8%B1%D8%A7%D8%B6-%D8%B3%D9%88%D8%A1-%D8%A7%D9%84%D8%AA%D8%BA%D8%B0%D9%8A%D8%A9_18127,https://www.webteb.com › articles › علامات-امراض-سوء-ا...,,الغذاء الصحي المتوازن ضروري للإنسان لا لسد جوعه فحسب، بل لاداء وظائف الجسم بدقة ونشاط وحيوية دعنا نعرفك على امراض سوء التغذية.,['سوء التغذية'],,,,,,"{'top': {'extensions': ['٢٦\u200f/٠٣\u200f/٢٠١٧ —']}, 'bottom': {'extensions': ['فيتامين D: صفار البيض- الزبد- السمن- الكريمة- ...', 'فيتامين C: الجوافة- البرتقال- اليوسفي- الجريب ...', 'فيتامين B2: اللبن الحليب- الزبادي- اللحوم- الخ...', 'فيتامين B3: اللحوم- اسماك- بقوليات- مكسرات- ال...'], 'detected_extensions': {'فيتامين_b_اللبن_الحليب_الزبادي_اللحوم_الخ': 2, 'فيتامين_b_اللحوم_اسماك_بقوليات_مكسرات_ال': 3}}}",سوء التغذية,ar,EG,53,,,,
3,4,سوء التغذية - ويكيبيديا,https://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%A1_%D8%A7%D9%84%D8%AA%D8%BA%D8%B0%D9%8A%D8%A9,https://ar.wikipedia.org › wiki › سوء_التغذية,,سوء التغذية أو الصَّغَل لغة السّغِل وهو السّيِءُ الغِذاء هو مصطلح يشير إلى الاستهلاك غير الكافي، أو الزائدِ أو غير المتوازنِ من المواد و المكونات الغذائية.,['سوء التغذية'],,,,,,,سوء التغذية,ar,EG,53,,,,
